ID,goal,first_move,first_move_rank,first_move_possible_goals,before_first_move,first_move_serves_goal,total_moves_serves_goal,mean_random_samples_rank,first_move_possible_goal_goals
70176.0,clear nocolor A1,"(73, 97)",33,13,"[(73, 40) (74, 39) (72, 39) (73, 39) (74, 40) (74, 62) (74, 64) (74, 66)
 (74, 77) (74, 83) (74, 85) (74, 96) (74, 97) (74, 105) (72, 62) (72, 64)
 (72, 66) (72, 83) (72, 85) (73, 53) (73, 70) (74, 45) (74, 53) (74, 70)
 (74, 86) (73, 45) (72, 40) (72, 77) (73, 77) (72, 96) (72, 97) (72, 105)
 (73, 96)]",1.0,45,21.738,"['move green B1', 'move red C2', 'uncover red all', 'move green B', 'clear nocolor A1', 'move red B', 'fill nocolor B1', 'move red A2', 'move red B2', 'move red C1', 'move red B1', 'clear nocolor A', 'move red C']"
70176.0,uncover blue all,"(72, 55)",21,9,"[(74, 55) (84, 86) (84, 105) (74, 40) (74, 77) (84, 53) (84, 70) (74, 96)
 (74, 97) (74, 105) (84, 96) (84, 97) (74, 45) (74, 53) (74, 70) (74, 86)
 (84, 40) (84, 45) (84, 55) (84, 77) (57, 40)]",1.0,40,19.151,"['move blue B2', 'move blue C', 'move blue C2', 'cover green all', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'move blue C1']"
70176.0,cover red all,"(95, 40)",0,1,[],1.0,29,14.048,['cover red all']
70176.0,clear nocolor B2,"(82, 97)",30,11,"[(101, 96) (101, 97) (101, 62) (82, 62) (101, 105) (101, 39) (101, 40)
 (101, 53) (101, 54) (101, 55) (101, 56) (101, 66) (101, 70) (101, 77)
 (101, 85) (101, 86) (63, 40) (63, 53) (63, 70) (82, 39) (82, 54) (82, 55)
 (82, 77) (82, 86) (63, 39) (63, 55) (82, 53) (63, 96) (63, 97) (82, 96)]",1.0,45,22.025,"['move green A', 'move green B1', 'clear nocolor B2', 'move green A2', 'fill nocolor B1', 'move green C2', 'move green A1', 'move blue B1', 'move green C1', 'move green C', 'uncover green all']"
70176.0,uncover green all,"(80, 97)",2,8,"[(71, 105) (80, 96)]",1.0,27,12.917,"['move green A', 'move green B2', 'move green A2', 'move green C2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
70176.0,move red A,"(71, 55)",6,7,"[(88, 40) (88, 39) (88, 55) (63, 40) (71, 39) (71, 54)]",1.0,27,12.685,"['move green A', 'clear nocolor C2', 'move red A', 'move red A1', 'move green A1', 'fill nocolor A1', 'clear nocolor C']"
70176.0,cover green all,"(74, 54)",1,1,"[(58, 39)]",1.0,66,32.021,['cover green all']
53968.0,cover blue all,"(86, 106)",190,11,"[(102, 68) (103, 68) (103, 84) (107, 87) (59, 57) (102, 87) (103, 87)
 (105, 68) (105, 84) (107, 68) (107, 84) (59, 68) (97, 57) (97, 68)
 (97, 84) (97, 87) (100, 57) (100, 68) (100, 84) (100, 87) (102, 57)
 (103, 57) (105, 57) (107, 57) (59, 84) (59, 87) (78, 57) (78, 68)
 (78, 84) (78, 87) (73, 68) (58, 57) (65, 57) (65, 68) (65, 84) (65, 87)
 (86, 84) (58, 68) (73, 57) (86, 87) (73, 84) (73, 87) (86, 57) (58, 84)
 (58, 87) (65, 45) (105, 106) (107, 106) (59, 40) (97, 60) (97, 62)
 (100, 45) (100, 47) (102, 85) (105, 89) (78, 62) (78, 79) (78, 45)
 (78, 47) (102, 106) (103, 106) (59, 55) (59, 90) (73, 41) (74, 57)
 (86, 89) (97, 45) (97, 47) (97, 82) (100, 60) (100, 62) (100, 79)
 (102, 89) (103, 89) (105, 85) (107, 85) (59, 56) (59, 62) (59, 79)
 (59, 82) (59, 89) (73, 40) (75, 68) (75, 84) (75, 87) (78, 40) (78, 55)
 (78, 56) (78, 82) (78, 85) (97, 90) (97, 106) (100, 90) (100, 106)
 (102, 90) (103, 90) (105, 90) (107, 90) (59, 106) (65, 62) (78, 90)
 (78, 106) (97, 40) (97, 41) (97, 55) (97, 56) (97, 85) (97, 89) (100, 40)
 (100, 41) (100, 55) (100, 56) (100, 85) (100, 89) (102, 40) (102, 41)
 (102, 45) (102, 47) (102, 55) (102, 56) (102, 60) (102, 62) (102, 79)
 (102, 82) (103, 40) (103, 41) (103, 45) (103, 47) (103, 55) (103, 56)
 (103, 60) (103, 62) (103, 79) (103, 82) (105, 40) (105, 41) (105, 45)
 (105, 47) (105, 55) (105, 56) (105, 60) (105, 62) (105, 79) (105, 82)
 (107, 40) (107, 41) (107, 45) (107, 47) (107, 55) (107, 56) (107, 60)
 (107, 62) (107, 79) (107, 82) (59, 45) (59, 47) (59, 60) (59, 85)
 (65, 40) (65, 56) (73, 62) (73, 79) (73, 82) (73, 89) (74, 68) (74, 84)
 (74, 87) (78, 41) (78, 89) (80, 57) (80, 68) (80, 84) (80, 87) (86, 41)
 (86, 62) (86, 79) (86, 82) (58, 41) (63, 57) (63, 68) (63, 84) (63, 87)
 (73, 90) (86, 40) (86, 55) (58, 62) (73, 56) (86, 85) (65, 82) (65, 60)]",0.0,45,22.049,"['fill nocolor C2', 'move red C2', 'uncover red all', 'clear nocolor C1', 'move red B', 'move blue C2', 'move red A2', 'move red A', 'move red A1', 'move red B2', 'move red B1']"
53968.0,clear nocolor B1,"(97, 106)",13,5,"[(78, 45) (78, 47) (97, 45) (97, 47) (97, 82) (78, 40) (78, 55) (78, 56)
 (78, 82) (78, 85) (80, 45) (80, 47) (97, 90)]",1.0,45,22.555,"['fill nocolor C2', 'move red C2', 'clear nocolor B', 'clear nocolor B1', 'move red C']"
53968.0,fill nocolor C1,"(65, 85)",31,13,"[(105, 68) (105, 84) (105, 85) (107, 68) (107, 84) (107, 85) (75, 68)
 (75, 84) (78, 85) (59, 68) (97, 68) (97, 84) (97, 85) (100, 68) (100, 84)
 (100, 85) (59, 84) (59, 85) (74, 68) (74, 84) (75, 85) (78, 68) (78, 84)
 (80, 68) (80, 84) (63, 68) (63, 84) (73, 68) (65, 68) (65, 84) (58, 68)]",1.0,39,18.346,"['clear nocolor B2', 'move blue C', 'move blue A', 'move blue A1', 'clear nocolor B', 'move blue C2', 'fill nocolor C1', 'uncover blue all', 'move blue A2', 'move blue B1', 'move green C1', 'move green C', 'move blue C1']"
53968.0,move green A1,"(58, 90)",14,19,"[(78, 55) (78, 56) (103, 90) (78, 90) (103, 55) (103, 56) (65, 56)
 (63, 56) (58, 55) (58, 56) (65, 55) (63, 55) (63, 90) (65, 90)]",1.0,15,7.06,"['move blue B2', 'move red C2', 'move blue C', 'uncover red all', 'move blue A1', 'move red B', 'move blue C2', 'uncover blue all', 'move red A1', 'move green A1', 'move red B2', 'clear nocolor A2', 'move red C1', 'fill nocolor A1', 'move blue B1', 'move red B1', 'move blue B', 'move blue C1', 'move red C']"
53968.0,cover green all,"(59, 40)",0,1,[],1.0,93,45.549,['cover green all']
53968.0,uncover blue all,"(63, 79)",21,13,"[(75, 41) (75, 90) (75, 55) (75, 106) (75, 60) (75, 79) (75, 82) (75, 85)
 (75, 89) (58, 41) (74, 90) (74, 55) (80, 60) (80, 79) (63, 82) (65, 82)
 (65, 60) (63, 60) (74, 41) (80, 82) (58, 55)]",1.0,54,27.022,"['move green B1', 'clear nocolor B2', 'move blue C', 'move blue A', 'move blue A1', 'fill nocolor B1', 'move blue C2', 'uncover blue all', 'move blue A2', 'move blue B1', 'cover red all', 'uncover green all', 'move blue C1']"
53968.0,uncover green all,"(78, 90)",5,6,"[(78, 62) (78, 79) (78, 82) (63, 62) (65, 62)]",1.0,33,15.757,"['move green A', 'clear nocolor B', 'clear nocolor B1', 'move green A1', 'fill nocolor A1', 'uncover green all']"
53968.0,move blue C1,"(105, 84)",1,4,"[(105, 68)]",1.0,61,29.988,"['clear nocolor C2', 'cover blue all', 'fill nocolor C1', 'move blue C1']"
53968.0,clear nocolor C,"(86, 60)",59,14,"[(102, 90) (103, 90) (105, 90) (107, 90) (102, 40) (102, 41) (102, 45)
 (102, 47) (102, 55) (102, 56) (102, 57) (102, 60) (102, 62) (102, 79)
 (102, 82) (103, 40) (103, 41) (103, 45) (103, 47) (103, 55) (103, 56)
 (103, 57) (103, 60) (103, 62) (103, 79) (103, 82) (105, 40) (105, 41)
 (105, 45) (105, 47) (105, 55) (105, 56) (105, 57) (105, 60) (105, 62)
 (105, 79) (105, 82) (107, 40) (107, 41) (107, 45) (107, 47) (107, 55)
 (107, 56) (107, 57) (107, 60) (107, 62) (107, 79) (107, 82) (86, 41)
 (86, 62) (86, 79) (86, 82) (86, 40) (86, 55) (86, 90) (86, 45) (86, 47)
 (86, 56) (86, 57)]",1.0,60,28.992,"['move red C2', 'uncover red all', 'clear nocolor C1', 'move red B', 'fill nocolor B1', 'move red A2', 'cover green all', 'move red A', 'move red A1', 'move red B2', 'move blue B1', 'move red B1', 'move blue B', 'clear nocolor C']"
53968.0,fill nocolor B1,"(75, 79)",24,7,"[(100, 60) (100, 62) (100, 79) (59, 62) (59, 79) (63, 62) (65, 62)
 (75, 62) (102, 60) (102, 62) (102, 79) (103, 60) (103, 62) (103, 79)
 (105, 60) (105, 62) (105, 79) (107, 60) (107, 62) (107, 79) (59, 60)
 (73, 62) (73, 79) (75, 60)]",1.0,39,19.072,"['fill nocolor B1', 'uncover blue all', 'clear nocolor A2', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor A']"
73406.0,fill nocolor C2,"(55, 88)",26,8,"[(103, 69) (103, 71) (103, 88) (66, 71) (72, 71) (72, 69) (93, 69)
 (93, 71) (93, 88) (96, 69) (96, 71) (96, 88) (98, 69) (98, 71) (98, 88)
 (99, 69) (99, 71) (99, 88) (100, 69) (100, 71) (100, 88) (72, 88)
 (74, 71) (83, 69) (83, 88) (55, 69)]",1.0,42,20.387,"['fill nocolor C2', 'move red C2', 'clear nocolor A1', 'move green C2', 'move green C', 'uncover green all', 'clear nocolor A', 'move red C']"
73406.0,cover red all,"(55, 61)",190,7,"[(72, 56) (96, 61) (96, 80) (98, 61) (99, 82) (106, 69) (93, 56) (96, 82)
 (98, 82) (99, 61) (99, 80) (100, 61) (100, 80) (103, 69) (103, 88)
 (106, 85) (72, 69) (93, 61) (93, 69) (93, 80) (93, 82) (93, 85) (93, 88)
 (96, 56) (96, 69) (96, 85) (96, 88) (98, 56) (98, 69) (98, 85) (98, 88)
 (99, 56) (99, 69) (99, 85) (99, 88) (100, 56) (100, 69) (100, 85)
 (100, 88) (103, 56) (103, 61) (103, 80) (103, 82) (106, 56) (106, 61)
 (106, 80) (106, 82) (72, 61) (72, 80) (72, 82) (72, 85) (72, 88) (74, 69)
 (76, 61) (87, 56) (89, 61) (66, 61) (79, 80) (87, 88) (89, 69) (89, 88)
 (66, 85) (66, 69) (76, 56) (79, 82) (87, 85) (89, 85) (66, 88) (66, 56)
 (74, 61) (74, 80) (74, 82) (74, 85) (74, 88) (76, 69) (76, 80) (76, 82)
 (76, 85) (76, 88) (79, 56) (79, 69) (79, 85) (79, 88) (87, 61) (87, 80)
 (87, 82) (89, 56) (89, 80) (89, 82) (66, 80) (66, 82) (74, 54) (76, 75)
 (79, 78) (83, 82) (87, 71) (93, 95) (55, 56) (66, 50) (93, 58) (98, 78)
 (99, 65) (100, 65) (100, 81) (103, 48) (103, 50) (106, 71) (72, 37)
 (72, 58) (72, 95) (74, 58) (76, 37) (79, 81) (83, 61) (83, 80) (87, 48)
 (87, 50) (93, 37) (93, 54) (96, 65) (96, 81) (98, 65) (98, 81) (99, 78)
 (100, 78) (103, 71) (106, 48) (106, 50) (66, 71) (72, 48) (72, 50)
 (72, 65) (72, 71) (72, 75) (89, 48) (89, 50) (96, 95) (98, 95) (99, 95)
 (100, 95) (103, 95) (106, 95) (93, 48) (93, 50) (93, 65) (93, 71)
 (93, 78) (93, 81) (96, 37) (96, 48) (96, 50) (96, 54) (96, 58) (96, 71)
 (96, 75) (98, 37) (98, 48) (98, 50) (98, 54) (98, 58) (98, 71) (98, 75)
 (99, 37) (99, 48) (99, 50) (99, 54) (99, 58) (99, 71) (99, 75) (100, 37)
 (100, 48) (100, 50) (100, 54) (100, 58) (100, 71) (100, 75) (103, 37)
 (103, 54) (103, 58) (103, 65) (103, 75) (103, 78) (103, 81) (106, 37)
 (106, 54) (106, 58) (106, 65) (106, 75) (106, 78) (106, 81)]",0.0,91,45.42,"['move green B1', 'move green B', 'clear nocolor A1', 'move red B', 'fill nocolor B1', 'move red B1', 'clear nocolor A']"
73406.0,move red A,"(79, 75)",25,7,"[(98, 95) (100, 95) (103, 95) (106, 95) (98, 37) (98, 54) (98, 56)
 (98, 58) (98, 75) (100, 37) (100, 54) (100, 56) (100, 58) (100, 75)
 (103, 37) (103, 54) (103, 56) (103, 58) (103, 75) (106, 37) (106, 54)
 (106, 56) (106, 58) (106, 75) (79, 37)]",1.0,56,26.836,"['move green A', 'move green A2', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move red A2', 'move red A']"
73406.0,uncover red all,"(55, 75)",4,12,"[(68, 48) (83, 81) (55, 54) (55, 58)]",1.0,24,11.68,"['move red C2', 'move green A2', 'uncover red all', 'clear nocolor A1', 'move red B', 'fill nocolor A2', 'move red A2', 'cover green all', 'move red B2', 'move red C1', 'move red B1', 'move red C']"
73406.0,move blue A,"(83, 75)",22,14,"[(83, 56) (87, 54) (87, 58) (89, 37) (89, 75) (66, 37) (66, 58) (66, 75)
 (83, 37) (87, 56) (89, 58) (87, 88) (68, 37) (87, 85) (83, 95) (87, 95)
 (89, 95) (66, 54) (66, 56) (66, 95) (83, 54) (83, 58)]",1.0,37,18.378,"['move red C2', 'clear nocolor B2', 'uncover red all', 'move blue A', 'clear nocolor B', 'fill nocolor A2', 'move red A2', 'cover green all', 'move red A', 'move red A1', 'move blue A2', 'move red C1', 'move red B1', 'move red C']"
73406.0,clear nocolor A,"(76, 78)",29,7,"[(72, 48) (72, 50) (72, 65) (72, 71) (72, 69) (93, 48) (93, 50) (93, 61)
 (93, 65) (93, 69) (93, 71) (93, 78) (93, 80) (93, 81) (93, 82) (93, 85)
 (93, 88) (55, 61) (72, 61) (72, 78) (72, 80) (72, 81) (72, 82) (72, 85)
 (72, 88) (74, 48) (74, 50) (74, 65) (74, 71)]",1.0,60,29.242,"['move green B1', 'move green B', 'fill nocolor B1', 'clear nocolor A2', 'move blue B1', 'move blue B', 'clear nocolor A']"
73406.0,uncover blue all,"(74, 37)",15,9,"[(72, 37) (72, 95) (72, 75) (72, 61) (72, 78) (72, 80) (72, 81) (72, 82)
 (72, 85) (72, 88) (66, 37) (66, 75) (66, 78) (66, 81) (66, 61)]",1.0,40,19.546,"['move blue B2', 'move blue C', 'move blue C2', 'cover green all', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'move blue C1']"
73406.0,clear nocolor A1,"(55, 75)",31,12,"[(72, 58) (72, 95) (74, 58) (72, 48) (72, 50) (72, 65) (72, 71) (72, 75)
 (72, 69) (55, 61) (72, 61) (72, 78) (72, 80) (72, 81) (72, 82) (72, 85)
 (72, 88) (74, 48) (74, 50) (74, 65) (74, 71) (55, 50) (55, 69) (55, 80)
 (55, 82) (55, 85) (55, 88) (74, 69) (55, 65) (74, 95) (55, 58)]",1.0,45,21.664,"['move red C2', 'move green A2', 'uncover red all', 'clear nocolor A1', 'move red B', 'fill nocolor A2', 'move red A2', 'cover green all', 'move red B2', 'move red C1', 'move red B1', 'move red C']"
73406.0,fill nocolor A1,"(76, 56)",31,12,"[(76, 37) (93, 37) (93, 54) (93, 56) (96, 37) (96, 54) (96, 56) (98, 37)
 (98, 54) (98, 56) (99, 37) (99, 54) (99, 56) (100, 37) (100, 54)
 (100, 56) (103, 37) (103, 54) (103, 56) (106, 37) (106, 54) (106, 56)
 (79, 37) (83, 56) (87, 54) (89, 37) (66, 37) (83, 37) (87, 56) (68, 37)
 (76, 54)]",1.0,42,20.465,"['move green B1', 'move green B2', 'move blue A1', 'move green B', 'move green C2', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'move green C1', 'cover red all', 'move green C', 'uncover green all']"
73406.0,cover blue all,"(55, 54)",59,10,"[(66, 50) (93, 58) (99, 65) (100, 65) (103, 48) (103, 50) (106, 71)
 (93, 54) (96, 65) (98, 65) (103, 71) (106, 48) (106, 50) (66, 71)
 (89, 48) (89, 50) (93, 48) (93, 50) (93, 65) (93, 71) (96, 48) (96, 50)
 (96, 54) (96, 58) (96, 71) (98, 48) (98, 50) (98, 54) (98, 58) (98, 71)
 (99, 48) (99, 50) (99, 54) (99, 58) (99, 71) (100, 48) (100, 50)
 (100, 54) (100, 58) (100, 71) (103, 54) (103, 58) (103, 65) (106, 54)
 (106, 58) (106, 65) (55, 50) (66, 58) (76, 48) (76, 50) (76, 71) (79, 48)
 (79, 50) (79, 58) (79, 71) (83, 50) (89, 58) (55, 65) (68, 48)]",1.0,79,38.737,"['move red C2', 'uncover red all', 'cover blue all', 'move red B', 'move red A2', 'move red B2', 'move red C1', 'move red B1', 'uncover green all', 'move red C']"
16229.0,uncover red all,"(79, 76)",32,14,"[(66, 69) (66, 71) (66, 65) (66, 73) (66, 76) (82, 99) (66, 62) (79, 62)
 (82, 65) (85, 68) (54, 73) (66, 68) (79, 99) (79, 65) (82, 62) (85, 69)
 (85, 71) (85, 88) (54, 62) (54, 68) (54, 71) (54, 76) (54, 88) (66, 88)
 (85, 99) (54, 65) (54, 99) (66, 99) (79, 68) (79, 69) (79, 71) (79, 73)]",1.0,45,21.587,"['move red C2', 'uncover red all', 'cover blue all', 'move blue A', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move red A2', 'move red A', 'move red A1', 'move blue A2', 'move red B2', 'move red C1', 'move red C']"
16229.0,clear nocolor B2,"(83, 69)",25,14,"[(82, 78) (83, 62) (82, 61) (82, 48) (82, 56) (82, 75) (82, 77) (83, 36)
 (83, 67) (83, 68) (83, 71) (83, 88) (82, 36) (82, 67) (83, 56) (82, 62)
 (83, 61) (83, 78) (82, 68) (82, 69) (82, 71) (82, 73) (82, 76) (82, 88)
 (83, 48)]",1.0,30,14.674,"['fill nocolor C2', 'move green A', 'move green B1', 'clear nocolor B2', 'move blue C', 'move green A2', 'cover blue all', 'clear nocolor B', 'move blue C2', 'move green C2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
16229.0,cover red all,"(89, 78)",64,14,"[(54, 56) (91, 56) (93, 77) (94, 75) (94, 77) (95, 75) (86, 48) (87, 48)
 (91, 75) (91, 77) (93, 56) (94, 56) (95, 56) (106, 48) (89, 48) (54, 75)
 (54, 77) (86, 56) (91, 48) (91, 78) (93, 48) (93, 78) (94, 48) (94, 78)
 (95, 48) (95, 78) (96, 48) (96, 56) (96, 75) (96, 77) (106, 56) (106, 75)
 (106, 77) (106, 78) (86, 75) (86, 77) (86, 78) (87, 56) (87, 75) (87, 77)
 (87, 78) (80, 48) (83, 56) (54, 48) (54, 78) (80, 78) (74, 75) (74, 77)
 (83, 78) (66, 56) (66, 75) (66, 77) (66, 78) (74, 48) (74, 78) (80, 56)
 (80, 75) (80, 77) (83, 48) (83, 75) (83, 77) (89, 56) (89, 75) (89, 77)]",1.0,65,31.496,"['move blue B2', 'clear nocolor C2', 'move green B1', 'move blue A', 'move blue A1', 'move green B', 'fill nocolor B1', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor C', 'move blue C1']"
16229.0,cover blue all,"(74, 73)",47,9,"[(93, 76) (95, 76) (96, 61) (106, 69) (91, 76) (93, 73) (94, 73) (95, 73)
 (96, 64) (96, 65) (79, 64) (82, 61) (86, 69) (86, 65) (91, 61) (91, 64)
 (91, 65) (91, 69) (93, 61) (93, 64) (93, 65) (93, 69) (94, 61) (94, 64)
 (94, 65) (94, 69) (95, 61) (95, 64) (95, 65) (95, 69) (96, 69) (96, 73)
 (96, 76) (106, 61) (106, 64) (106, 65) (106, 73) (106, 76) (86, 61)
 (86, 64) (86, 73) (86, 76) (74, 65) (85, 61) (85, 64) (54, 61) (54, 64)]",1.0,73,36.668,"['move green B1', 'move green B2', 'move green A2', 'cover blue all', 'move green B', 'move green C2', 'move green C1', 'move green C', 'uncover green all']"
16229.0,clear nocolor A,"(91, 64)",7,6,"[(91, 99) (93, 99) (94, 99) (95, 99) (91, 48) (91, 61) (91, 62)]",1.0,72,35.561,"['move blue B2', 'fill nocolor B2', 'cover blue all', 'clear nocolor A1', 'move blue B', 'clear nocolor A']"
16229.0,uncover blue all,"(80, 36)",24,14,"[(87, 88) (87, 67) (87, 68) (87, 99) (87, 36) (87, 56) (87, 75) (87, 77)
 (87, 78) (66, 67) (80, 78) (89, 88) (66, 68) (80, 99) (89, 67) (89, 68)
 (66, 88) (89, 99) (66, 36) (66, 56) (66, 75) (66, 77) (66, 78) (66, 99)]",1.0,36,17.246,"['move green A', 'move blue B2', 'move blue C', 'move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'move blue C2', 'cover green all', 'uncover blue all', 'move blue A2', 'move green A1', 'fill nocolor A1', 'move blue C1']"
16229.0,move blue B2,"(79, 64)",2,5,"[(80, 64) (80, 65)]",1.0,45,22.638,"['move blue B2', 'fill nocolor B2', 'cover blue all', 'clear nocolor B1', 'move red B2']"
16229.0,fill nocolor A1,"(93, 56)",1,4,"[(93, 36)]",1.0,42,20.568,"['move red A1', 'clear nocolor A2', 'fill nocolor A1', 'cover red all']"
16229.0,fill nocolor B2,"(79, 64)",5,5,"[(96, 99) (80, 64) (80, 65) (96, 64) (96, 65)]",1.0,45,22.617,"['move blue B2', 'fill nocolor B2', 'cover blue all', 'clear nocolor B1', 'move red B2']"
16229.0,move green A1,"(86, 36)",0,5,[],1.0,27,12.717,"['move green A', 'clear nocolor C1', 'move green A1', 'fill nocolor A1', 'clear nocolor C']"
58601.0,uncover green all,"(76, 96)",17,13,"[(83, 96) (83, 97) (83, 62) (83, 57) (83, 59) (83, 66) (83, 72) (83, 73)
 (83, 89) (68, 66) (70, 89) (76, 57) (76, 59) (70, 66) (76, 72) (76, 73)
 (68, 89)]",1.0,36,17.571,"['move green B1', 'move green B2', 'move green B', 'fill nocolor B1', 'move green C2', 'move green A1', 'clear nocolor A2', 'move blue B1', 'move blue B', 'move green C1', 'move green C', 'uncover green all', 'clear nocolor A']"
58601.0,cover blue all,"(74, 50)",33,14,"[(90, 58) (90, 59) (91, 58) (91, 59) (100, 62) (107, 50) (74, 59) (83, 62)
 (70, 50) (83, 50) (83, 58) (90, 50) (90, 62) (91, 50) (91, 62) (100, 50)
 (100, 58) (100, 59) (107, 58) (107, 59) (107, 62) (83, 59) (68, 58)
 (76, 50) (87, 59) (70, 58) (76, 59) (77, 58) (74, 58) (87, 50) (68, 59)
 (68, 62) (70, 59)]",1.0,41,20.432,"['move red C2', 'uncover red all', 'cover blue all', 'clear nocolor A1', 'move red B', 'move red A2', 'fill nocolor C1', 'move red B2', 'move red C1', 'move red B1', 'move green C1', 'move green C', 'clear nocolor A', 'move red C']"
58601.0,move red C,"(75, 89)",37,14,"[(90, 50) (90, 52) (90, 66) (90, 67) (90, 69) (90, 89) (91, 50) (91, 52)
 (91, 66) (91, 67) (91, 69) (91, 89) (74, 52) (74, 66) (74, 89) (75, 50)
 (77, 52) (77, 66) (77, 89) (74, 69) (75, 66) (75, 67) (77, 69) (77, 58)
 (74, 58) (74, 96) (74, 97) (77, 96) (77, 97) (74, 50) (74, 62) (74, 63)
 (74, 65) (74, 67) (74, 82) (75, 52) (75, 69)]",1.0,44,21.845,"['fill nocolor C2', 'move blue B2', 'move red C2', 'move blue C', 'move blue A1', 'move blue C2', 'uncover blue all', 'clear nocolor A2', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor A', 'move blue C1', 'move red C']"
58601.0,move blue C1,"(80, 67)",2,6,"[(80, 50) (80, 66)]",1.0,35,17.581,"['move blue C', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor C1', 'cover green all', 'move blue C1']"
58601.0,fill nocolor A1,"(80, 72)",13,7,"[(76, 56) (77, 72) (77, 73) (77, 56) (83, 56) (100, 56) (100, 72)
 (100, 73) (107, 56) (107, 72) (107, 73) (70, 56) (80, 56)]",1.0,39,18.854,"['move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'uncover blue all', 'fill nocolor A1', 'cover red all']"
58601.0,clear nocolor C,"(68, 72)",69,15,"[(107, 96) (107, 97) (107, 56) (107, 57) (107, 58) (107, 59) (107, 62)
 (107, 63) (107, 65) (107, 72) (107, 73) (107, 82) (68, 63) (70, 56)
 (84, 58) (84, 59) (84, 62) (85, 58) (85, 59) (85, 62) (87, 57) (87, 72)
 (87, 73) (68, 56) (68, 58) (68, 65) (68, 82) (70, 63) (70, 65) (70, 82)
 (84, 57) (84, 63) (85, 57) (85, 63) (87, 56) (87, 59) (70, 58) (84, 96)
 (84, 97) (85, 96) (85, 97) (87, 96) (87, 97) (68, 57) (68, 59) (68, 62)
 (68, 96) (68, 97) (70, 57) (70, 59) (70, 72) (70, 73) (70, 96) (70, 97)
 (84, 56) (84, 65) (84, 72) (84, 73) (84, 82) (85, 56) (85, 65) (85, 72)
 (85, 73) (85, 82) (87, 58) (87, 62) (87, 63) (87, 65) (87, 82)]",1.0,72,33.983,"['move green A', 'move green B1', 'move green B2', 'move green A2', 'move blue A', 'move blue A1', 'move green B', 'clear nocolor C1', 'uncover blue all', 'move green C2', 'move green A1', 'fill nocolor A1', 'cover red all', 'clear nocolor C', 'uncover green all']"
58601.0,uncover blue all,"(75, 96)",29,13,"[(80, 96) (80, 97) (68, 69) (80, 65) (80, 82) (68, 52) (80, 52) (80, 56)
 (80, 69) (80, 72) (80, 73) (80, 89) (68, 56) (68, 65) (68, 82) (81, 65)
 (81, 82) (81, 96) (81, 97) (75, 56) (75, 72) (75, 73) (84, 52) (84, 69)
 (84, 89) (85, 52) (85, 69) (85, 89) (68, 89)]",1.0,60,30.12,"['move blue B2', 'move blue C', 'move blue A1', 'move red B', 'fill nocolor B1', 'move blue C2', 'uncover blue all', 'clear nocolor A2', 'move blue B1', 'move red B1', 'move blue B', 'clear nocolor A', 'move blue C1']"
58601.0,clear nocolor B,"(80, 72)",27,7,"[(80, 50) (80, 58) (80, 59) (83, 56) (83, 67) (83, 69) (80, 57) (80, 66)
 (80, 67) (83, 50) (83, 52) (83, 58) (100, 50) (100, 52) (100, 56)
 (100, 57) (100, 58) (100, 59) (100, 66) (100, 67) (100, 69) (100, 72)
 (100, 73) (100, 89) (80, 52) (80, 56) (80, 69)]",1.0,48,22.695,"['move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'uncover blue all', 'fill nocolor A1', 'cover red all']"
58601.0,cover green all,"(90, 56)",1,1,"[(84, 67)]",1.0,67,33.395,['cover green all']
58601.0,fill nocolor B1,"(90, 96)",7,5,"[(100, 96) (100, 97) (81, 62) (83, 96) (83, 97) (100, 62) (83, 62)]",1.0,45,21.508,"['clear nocolor A1', 'move red B', 'fill nocolor B1', 'move red B1', 'clear nocolor A']"
28567.0,fill nocolor C2,"(66, 89)",27,12,"[(86, 70) (86, 89) (76, 69) (85, 69) (85, 70) (85, 89) (86, 69) (76, 70)
 (90, 69) (90, 70) (90, 89) (97, 69) (97, 70) (97, 89) (98, 69) (98, 70)
 (98, 89) (100, 69) (100, 70) (100, 89) (56, 70) (56, 89) (76, 89)
 (78, 70) (78, 89) (66, 69) (66, 70)]",1.0,39,19.06,"['fill nocolor C2', 'move blue B2', 'move blue A', 'move blue A1', 'clear nocolor C1', 'move blue C2', 'cover green all', 'uncover blue all', 'move green C2', 'move blue A2', 'move blue B1', 'move blue B']"
28567.0,move green C2,"(86, 89)",1,3,"[(86, 70)]",1.0,36,17.593,"['fill nocolor C2', 'clear nocolor C1', 'move green C2']"
